date,latitude,longitude,temperature_c,relative_humidity_pct,precipitation_mm,surface_pressure_hpa,wind_speed_ms,wind_direction_deg,wind_u,wind_v,source,pm10,pm25,no2,so2,co,o3,aerosol_index,latitude_s5p,longitude_s5p,source_s5p,cloud_fraction,qa_value,ndvi,ndbi,ndwi,cloud_probability,factory_id,factory_name,process,electricity_kwh,natural_gas_m3,diesel_litres,production_tonnes,raw_material_tonnes,waste_tonnes,recycled_tonnes,operating_hours,category,total_energy_mwh,energy_intensity_mwh_per_tonne,fuel_intensity_gas_m3_per_tonne,waste_intensity_kg_per_tonne,recycling_rate_pct,calculated_scope1_co2e_tonnes,calculated_scope2_co2e_tonnes,calculated_total_co2e_tonnes,emission_intensity_co2e_per_tonne,day,month,year,day_of_week,month_sin,month_cos,dow_sin,dow_cos,no2_lag_1d,no2_lag_7d,so2_lag_1d,co_lag_1d,pm25_lag_1d,no2_7d_mean,no2_30d_mean,so2_7d_mean,pm25_7d_mean,environmental_risk_score
2023-07-08,22.4125,73.0944,27.9,86,13.6,996.3,6.81,202,2.549,6.31,ERA5 Reanalysis (Open-Meteo Historical Archive),18.817,11.617,9.263,10.467,180.667,51.792,0.304,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8361.0,556.8,0.0,50.9,58.0,0.19340000000000002,0.0484,24.0,FACTORY_OPERATIONAL_DATA,14.207,0.2791,10.939,3.8,25.0,1.13,5.089,6.219,0.1222,8,7,2023,5,-0.5,-0.866,-0.9749,-0.2225,11.921,7.625,15.583,210.75,13.404,11.731,10.982,13.799,15.767,16.0
2023-07-09,22.4125,73.0944,27.4,88,23.0,997.4,6.25,224,4.342,4.496,ERA5 Reanalysis (Open-Meteo Historical Archive),18.037,10.354,6.512,6.179,150.875,50.625,0.235,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5041.0,365.7,1.3,33.8,37.9,0.1217,0.0341,18.0,FACTORY_OPERATIONAL_DATA,8.894,0.2631,10.82,3.6,28.0,0.746,3.068,3.814,0.1128,9,7,2023,6,-0.5,-0.866,-0.7818,0.6235,9.263,9.763,10.467,180.667,11.617,11.266,10.825,13.055,15.189,11.1
2023-07-10,22.4125,73.0944,26.8,90,35.4,998.6,5.97,236,4.951,3.34,ERA5 Reanalysis (Open-Meteo Historical Archive),34.883,15.308,7.154,5.042,161.25,47.667,0.527,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7750.0,563.8,0.0,51.0,58.1,0.1938,0.0485,24.0,FACTORY_OPERATIONAL_DATA,13.67,0.268,11.055,3.8,25.0,1.145,4.717,5.862,0.1149,10,7,2023,0,-0.5,-0.866,0.0,1.0,6.512,12.733,6.179,150.875,10.354,10.469,10.751,11.616,15.176,12.3
2023-07-11,22.4125,73.0944,27.0,90,4.8,999.5,4.5,231,3.497,2.832,ERA5 Reanalysis (Open-Meteo Historical Archive),38.033,14.979,8.196,7.125,163.917,46.583,0.583,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6583.0,556.2,7.4,44.7,51.0,0.1699,0.0425,24.0,FACTORY_OPERATIONAL_DATA,12.497,0.2796,12.443,3.8,25.0,1.149,4.006,5.155,0.1153,11,7,2023,1,-0.5,-0.866,0.7818,0.6235,7.154,13.513,5.042,161.25,15.308,9.71,10.604,9.88,14.571,14.2
2023-07-12,22.4125,73.0944,27.7,87,2.6,998.6,3.81,227,2.783,2.595,ERA5 Reanalysis (Open-Meteo Historical Archive),41.042,17.842,10.833,10.538,191.25,44.167,0.67,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7078.0,608.3,162.4,47.8,54.5,0.18159999999999998,0.045399999999999996,24.0,FACTORY_OPERATIONAL_DATA,15.089,0.3157,12.726,3.8,25.0,1.67,4.308,5.978,0.1251,12,7,2023,2,-0.5,-0.866,0.9749,-0.2225,8.196,12.571,7.125,163.917,14.979,9.461,10.567,9.572,14.072,18.9
2023-07-13,22.4125,73.0944,27.6,89,20.1,998.4,4.39,205,1.855,3.978,ERA5 Reanalysis (Open-Meteo Historical Archive),45.646,19.433,11.771,14.475,193.458,46.167,0.648,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8971.0,689.6,0.0,57.1,65.1,0.217,0.054200000000000005,24.0,FACTORY_OPERATIONAL_DATA,16.212,0.2839,12.077,3.8,25.0,1.4,5.46,6.86,0.1201,13,7,2023,3,-0.5,-0.866,0.4339,-0.901,10.833,12.35,10.538,191.25,17.842,9.379,10.637,9.916,14.705,22.8
2023-07-14,22.4125,73.0944,28.4,83,12.5,999.4,4.69,218,2.89,3.699,ERA5 Reanalysis (Open-Meteo Historical Archive),35.7,16.425,9.579,10.212,171.25,45.125,0.571,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5563.0,491.2,0.0,39.2,44.7,0.149,0.037200000000000004,24.0,FACTORY_OPERATIONAL_DATA,10.721,0.2735,12.531,3.8,25.0,0.997,3.386,4.383,0.1118,14,7,2023,4,-0.5,-0.866,-0.4339,-0.901,11.771,11.921,14.475,193.458,19.433,9.044,10.665,9.148,15.137,17.6
2023-07-15,22.4125,73.0944,27.4,87,23.0,999.8,4.17,226,2.997,2.894,ERA5 Reanalysis (Open-Meteo Historical Archive),28.354,13.554,8.471,7.179,157.667,39.917,0.497,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7312.0,562.9,0.0,46.9,53.5,0.1782,0.0445,24.0,FACTORY_OPERATIONAL_DATA,13.222,0.2819,12.002,3.8,25.0,1.143,4.45,5.593,0.1193,15,7,2023,5,-0.5,-0.866,-0.9749,-0.2225,9.579,9.263,10.212,171.25,16.425,8.931,10.679,8.679,15.414,13.8
2023-07-16,22.4125,73.0944,28.4,82,2.9,999.0,4.69,224,3.261,3.377,ERA5 Reanalysis (Open-Meteo Historical Archive),27.671,14.171,8.212,8.017,156.875,43.167,0.463,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5724.0,465.1,26.9,40.1,44.9,0.1444,0.0404,18.0,FACTORY_OPERATIONAL_DATA,10.877,0.2712,11.599,3.6,28.0,1.016,3.484,4.5,0.1122,16,7,2023,6,-0.5,-0.866,-0.7818,0.6235,8.471,6.512,7.179,157.667,13.554,9.174,10.697,8.941,15.959,14.6
2023-07-17,22.4125,73.0944,28.3,83,4.0,997.8,4.47,215,2.565,3.663,ERA5 Reanalysis (Open-Meteo Historical Archive),40.617,17.55,8.763,9.15,168.917,49.917,0.522,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7845.0,614.9,79.7,51.2,58.4,0.1946,0.048600000000000004,24.0,FACTORY_OPERATIONAL_DATA,15.098,0.2949,12.01,3.8,25.0,1.462,4.774,6.236,0.1218,17,7,2023,0,-0.5,-0.866,0.0,1.0,8.212,7.154,8.017,156.875,14.171,9.404,10.731,9.528,16.279,16.8
2023-07-18,22.4125,73.0944,27.4,89,25.2,996.5,3.81,234,3.079,2.237,ERA5 Reanalysis (Open-Meteo Historical Archive),44.283,21.083,11.763,9.883,210.292,48.833,0.614,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6463.0,529.0,0.0,42.6,48.6,0.16190000000000002,0.0405,24.0,FACTORY_OPERATIONAL_DATA,12.018,0.2821,12.418,3.8,25.0,1.074,3.933,5.007,0.1175,18,7,2023,1,-0.5,-0.866,0.7818,0.6235,8.763,8.196,9.15,168.917,17.55,9.913,10.816,9.922,17.151,19.9
2023-07-19,22.4125,73.0944,27.7,90,14.8,994.3,2.5,242,2.207,1.174,ERA5 Reanalysis (Open-Meteo Historical Archive),35.929,19.9,15.7,8.671,266.333,52.5,0.468,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8079.0,594.9,0.0,51.4,58.6,0.1953,0.048799999999999996,24.0,FACTORY_OPERATIONAL_DATA,14.325,0.2787,11.574,3.8,25.0,1.208,4.917,6.125,0.1192,19,7,2023,2,-0.5,-0.866,0.9749,-0.2225,11.763,10.833,9.883,210.292,21.083,10.608,11.004,9.655,17.445,20.3
2023-07-20,22.4125,73.0944,27.6,89,11.1,994.2,5.08,213,2.769,4.263,ERA5 Reanalysis (Open-Meteo Historical Archive),28.988,18.983,14.192,13.05,285.667,63.417,0.494,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7242.0,560.7,113.2,48.5,55.3,0.18430000000000002,0.0461,24.0,FACTORY_OPERATIONAL_DATA,14.261,0.294,11.561,3.8,25.0,1.442,4.407,5.849,0.1206,20,7,2023,3,-0.5,-0.866,0.4339,-0.901,15.7,11.771,8.671,266.333,19.9,10.954,11.074,9.452,17.381,22.6
2023-07-21,22.4125,73.0944,28.2,85,1.9,996.5,4.83,213,2.632,4.054,ERA5 Reanalysis (Open-Meteo Historical Archive),17.275,12.967,8.129,5.442,176.25,44.667,0.39,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6800.0,580.1,36.0,46.5,53.0,0.1767,0.0442,24.0,FACTORY_OPERATIONAL_DATA,13.251,0.285,12.475,3.8,25.0,1.274,4.138,5.412,0.1164,21,7,2023,4,-0.5,-0.866,-0.4339,-0.901,14.192,9.579,13.05,285.667,18.983,10.747,11.011,8.77,16.887,12.2
2023-07-22,22.4125,73.0944,27.2,90,10.7,996.9,3.56,215,2.039,2.913,ERA5 Reanalysis (Open-Meteo Historical Archive),16.738,12.154,10.679,7.442,220.542,54.875,0.478,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8700.0,656.3,0.0,55.2,62.9,0.20980000000000001,0.0525,24.0,FACTORY_OPERATIONAL_DATA,15.591,0.2824,11.889,3.8,25.0,1.332,5.295,6.627,0.1201,22,7,2023,5,-0.5,-0.866,-0.9749,-0.2225,8.129,8.471,5.442,176.25,12.967,11.063,11.016,8.808,16.687,14.5
2023-07-23,22.4125,73.0944,27.9,86,2.1,995.5,6.64,187,0.809,6.589,ERA5 Reanalysis (Open-Meteo Historical Archive),14.662,10.058,10.125,10.446,207.875,62.833,0.29,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4337.0,305.7,1.0,29.1,32.6,0.10479999999999999,0.0293,18.0,FACTORY_OPERATIONAL_DATA,7.557,0.2597,10.505,3.6,28.0,0.623,2.639,3.262,0.1121,23,7,2023,6,-0.5,-0.866,-0.7818,0.6235,10.679,8.212,7.442,220.542,12.154,11.336,10.987,9.155,16.099,15.8
2023-07-24,22.4125,73.0944,27.7,86,23.6,996.2,5.67,206,2.484,5.093,ERA5 Reanalysis (Open-Meteo Historical Archive),17.138,10.329,8.271,9.167,157.0,44.792,0.261,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7202.0,597.8,0.0,48.4,55.2,0.1839,0.046,24.0,FACTORY_OPERATIONAL_DATA,13.479,0.2785,12.351,3.8,25.0,1.214,4.383,5.597,0.1156,24,7,2023,0,-0.5,-0.866,0.0,1.0,10.125,8.763,10.446,207.875,10.058,11.266,10.592,9.157,15.068,14.1
2023-07-25,22.4125,73.0944,27.7,87,16.4,998.4,4.56,221,2.989,3.438,ERA5 Reanalysis (Open-Meteo Historical Archive),29.638,15.25,8.154,7.7,160.167,42.833,0.424,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8454.0,672.0,0.0,55.0,62.7,0.209,0.0522,24.0,FACTORY_OPERATIONAL_DATA,15.51,0.282,12.218,3.8,25.0,1.364,5.145,6.509,0.1183,25,7,2023,1,-0.5,-0.866,0.7818,0.6235,8.271,11.763,9.167,157.0,10.329,10.75,10.276,8.845,14.234,14.7
2023-07-26,22.4125,73.0944,28.4,82,3.9,999.5,4.53,232,3.568,2.788,ERA5 Reanalysis (Open-Meteo Historical Archive),29.096,15.7,8.538,7.158,175.167,49.167,0.42,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7435.0,576.8,11.1,45.8,52.2,0.174,0.0435,24.0,FACTORY_OPERATIONAL_DATA,13.602,0.297,12.594,3.8,25.0,1.201,4.525,5.726,0.125,26,7,2023,2,-0.5,-0.866,0.9749,-0.2225,8.154,15.7,7.7,160.167,15.25,9.727,10.073,8.629,13.634,14.6
2023-07-27,22.4125,73.0944,27.4,88,14.7,999.5,4.47,253,4.277,1.308,ERA5 Reanalysis (Open-Meteo Historical Archive),40.704,20.054,9.492,7.004,171.875,46.25,0.559,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6625.0,502.1,0.0,45.4,51.8,0.1725,0.0431,24.0,FACTORY_OPERATIONAL_DATA,11.897,0.262,11.059,3.8,25.0,1.019,4.032,5.051,0.1113,27,7,2023,3,-0.5,-0.866,0.4339,-0.901,8.538,14.192,7.158,175.167,15.7,9.055,9.981,7.766,13.787,16.4
2023-07-28,22.4125,73.0944,27.4,87,10.8,999.4,4.61,248,4.275,1.727,ERA5 Reanalysis (Open-Meteo Historical Archive),27.029,14.517,7.329,5.125,160.667,43.708,0.484,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5500.0,421.8,0.0,38.3,43.7,0.1455,0.0364,24.0,FACTORY_OPERATIONAL_DATA,9.929,0.2592,11.013,3.8,25.0,0.856,3.347,4.203,0.1097,28,7,2023,4,-0.5,-0.866,-0.4339,-0.901,9.492,8.129,7.004,171.875,20.054,8.941,9.915,7.72,14.009,12.1
2023-07-29,22.4125,73.0944,27.9,82,5.1,999.6,6.11,233,4.881,3.678,ERA5 Reanalysis (Open-Meteo Historical Archive),20.879,10.608,6.296,4.525,135.625,39.583,0.392,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7749.0,631.1,0.0,51.4,58.6,0.1953,0.048799999999999996,24.0,FACTORY_OPERATIONAL_DATA,14.376,0.2797,12.278,3.8,25.0,1.281,4.716,5.997,0.1167,29,7,2023,5,-0.5,-0.866,-0.9749,-0.2225,7.329,10.679,5.125,160.667,14.517,8.315,9.849,7.304,13.788,9.9
2023-07-30,22.4125,73.0944,27.7,82,3.4,999.0,6.0,229,4.528,3.936,ERA5 Reanalysis (Open-Meteo Historical Archive),29.146,12.692,6.587,4.35,135.083,38.083,0.563,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6642.0,485.1,28.8,44.2,49.5,0.1591,0.0445,18.0,FACTORY_OPERATIONAL_DATA,12.024,0.272,10.975,3.6,28.0,1.062,4.042,5.104,0.1155,30,7,2023,6,-0.5,-0.866,-0.7818,0.6235,6.296,10.125,4.525,135.625,10.608,7.81,9.816,6.433,14.164,10.6
2023-07-31,22.4125,73.0944,27.4,86,5.9,998.6,5.92,229,4.465,3.882,ERA5 Reanalysis (Open-Meteo Historical Archive),34.562,14.025,7.646,4.767,158.083,39.375,0.713,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8368.0,646.0,19.6,56.1,64.0,0.2132,0.0533,24.0,FACTORY_OPERATIONAL_DATA,15.347,0.2736,11.515,3.8,25.0,1.364,5.093,6.457,0.1151,31,7,2023,0,-0.5,-0.866,0.0,1.0,6.587,8.271,4.35,135.083,12.692,7.72,9.817,5.804,14.692,11.8
2023-08-01,22.4125,73.0944,28.0,83,4.6,998.3,5.86,236,4.859,3.277,ERA5 Reanalysis (Open-Meteo Historical Archive),47.879,15.708,6.7,4.833,147.917,41.5,1.032,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7236.0,558.4,0.0,44.8,51.1,0.1702,0.0425,24.0,FACTORY_OPERATIONAL_DATA,13.099,0.2924,12.464,3.8,25.0,1.134,4.404,5.538,0.1236,1,8,2023,1,-0.866,-0.5,0.7818,0.6235,7.646,8.154,4.767,158.083,14.025,7.513,9.715,5.395,14.758,12.1
2023-08-02,22.4125,73.0944,28.1,80,2.2,998.7,6.53,234,5.281,3.837,ERA5 Reanalysis (Open-Meteo Historical Archive),31.917,13.4,5.337,4.208,139.667,44.708,0.729,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6742.0,540.8,24.1,45.1,51.4,0.1714,0.0429,24.0,FACTORY_OPERATIONAL_DATA,12.661,0.2807,11.991,3.8,25.0,1.162,4.103,5.265,0.1167,2,8,2023,2,-0.866,-0.5,0.9749,-0.2225,6.7,8.538,4.833,147.917,15.708,7.055,9.468,4.973,14.429,10.2
2023-08-03,22.4125,73.0944,27.9,80,1.3,998.3,6.75,233,5.391,4.062,ERA5 Reanalysis (Open-Meteo Historical Archive),27.15,12.379,6.158,4.758,137.875,40.958,0.689,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8838.0,729.1,0.0,59.8,68.2,0.22719999999999999,0.056799999999999996,24.0,FACTORY_OPERATIONAL_DATA,16.494,0.2758,12.192,3.8,25.0,1.48,5.379,6.859,0.1147,3,8,2023,3,-0.866,-0.5,0.4339,-0.901,5.337,9.492,4.208,139.667,13.4,6.579,9.223,4.652,13.333,10.6
2023-08-04,22.4125,73.0944,27.8,83,1.3,999.4,5.78,230,4.426,3.714,ERA5 Reanalysis (Open-Meteo Historical Archive),29.588,13.3,7.375,5.425,146.917,37.5,0.574,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7301.0,560.5,0.0,48.8,55.6,0.1854,0.0464,24.0,FACTORY_OPERATIONAL_DATA,13.186,0.2702,11.486,3.8,25.0,1.138,4.443,5.581,0.1144,4,8,2023,4,-0.866,-0.5,-0.4339,-0.901,6.158,7.329,4.758,137.875,12.379,6.586,9.05,4.695,13.159,12.0
2023-08-05,22.4125,73.0944,28.4,81,0.6,1001.2,5.28,231,4.102,3.321,ERA5 Reanalysis (Open-Meteo Historical Archive),32.692,13.938,6.788,5.862,136.5,43.083,0.568,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7451.0,625.4,0.0,50.7,57.8,0.19269999999999998,0.0482,24.0,FACTORY_OPERATIONAL_DATA,14.018,0.2765,12.335,3.8,25.0,1.27,4.535,5.805,0.1145,5,8,2023,5,-0.866,-0.5,-0.9749,-0.2225,7.375,6.296,5.425,146.917,13.3,6.656,8.864,4.886,13.635,12.2
2023-08-06,22.4125,73.0944,28.5,78,1.1,1000.6,6.69,237,5.614,3.646,ERA5 Reanalysis (Open-Meteo Historical Archive),37.367,14.712,5.196,4.4,132.875,45.208,0.682,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4987.0,375.8,51.4,35.4,39.6,0.1274,0.0357,18.0,FACTORY_OPERATIONAL_DATA,9.447,0.2669,10.616,3.6,28.0,0.901,3.035,3.936,0.1112,6,8,2023,6,-0.866,-0.5,-0.7818,0.6235,6.788,6.587,5.862,136.5,13.938,6.457,8.64,4.893,13.923,10.7
2023-08-07,22.4125,73.0944,28.0,77,0.4,998.9,7.33,232,5.779,4.515,ERA5 Reanalysis (Open-Meteo Historical Archive),28.629,13.392,4.654,3.912,131.375,44.708,0.677,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6866.0,516.6,181.0,43.8,49.9,0.1664,0.0416,24.0,FACTORY_OPERATIONAL_DATA,14.1,0.3219,11.795,3.8,25.0,1.534,4.179,5.713,0.1304,7,8,2023,0,-0.866,-0.5,0.0,1.0,5.196,7.646,4.4,132.875,14.712,6.03,8.487,4.771,13.833,9.7
2023-08-08,22.4125,73.0944,28.1,78,0.6,999.6,7.06,227,5.16,4.812,ERA5 Reanalysis (Open-Meteo Historical Archive),30.925,13.712,5.133,4.9,123.875,44.833,0.668,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6229.0,416.8,0.0,42.7,48.7,0.1623,0.040600000000000004,24.0,FACTORY_OPERATIONAL_DATA,10.605,0.2484,9.761,3.8,25.0,0.846,3.791,4.637,0.1086,8,8,2023,1,-0.866,-0.5,0.7818,0.6235,4.654,6.7,3.912,131.375,13.392,5.806,8.441,4.781,13.548,10.7
2023-08-09,22.4125,73.0944,28.1,79,1.6,1002.0,5.78,230,4.426,3.714,ERA5 Reanalysis (Open-Meteo Historical Archive),30.996,14.258,6.362,5.6,143.833,43.083,0.937,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7136.0,564.2,0.0,45.6,52.0,0.1733,0.0433,24.0,FACTORY_OPERATIONAL_DATA,13.06,0.2864,12.373,3.8,25.0,1.145,4.343,5.488,0.1204,9,8,2023,2,-0.866,-0.5,0.9749,-0.2225,5.133,5.337,4.9,123.875,13.712,5.952,8.414,4.98,13.67,12.0
2023-08-10,22.4125,73.0944,27.9,80,3.2,1002.8,5.25,223,3.58,3.84,ERA5 Reanalysis (Open-Meteo Historical Archive),33.404,13.892,7.0,6.567,151.083,46.333,0.678,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85,0.3115,-0.0526,-0.4035,45.0,FAC_VAD_01,Apex PetroChem & Polymers Ltd,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8786.0,681.0,0.0,57.2,65.2,0.2174,0.0544,24.0,FACTORY_OPERATIONAL_DATA,15.936,0.2786,11.906,3.8,25.0,1.382,5.347,6.729,0.1176,10,8,2023,3,-0.866,-0.5,0.4339,-0.901,6.362,6.158,5.6,143.833,14.258,6.073,8.374,5.238,13.886,12.8
