date,latitude,longitude,b2_blue,b3_green,b4_red,b8_nir,b11_swir1,b12_swir2,ndvi,ndbi,ndwi,cloud_probability,cloud_masked,source
2023-05-28,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-05-29,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-05-30,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-05-31,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-01,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-02,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-03,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-04,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-05,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-06,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-07,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-08,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-09,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-10,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-11,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-12,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-13,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-14,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-15,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-16,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-17,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-18,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-19,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-20,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-21,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-22,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-23,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-24,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-25,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-26,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-27,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-28,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-29,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-06-30,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-01,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-02,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-03,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-04,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-05,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-06,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-07,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-08,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-09,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-10,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-11,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-12,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-13,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-14,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-15,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-16,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-17,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-18,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-19,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-20,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-21,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-22,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-23,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-24,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-25,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-26,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-27,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-28,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-29,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-30,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-07-31,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-01,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-02,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-03,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-04,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-05,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-06,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-07,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-08,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-09,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-10,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-11,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-12,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-13,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-14,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-15,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-16,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-17,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-18,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-19,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-20,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-21,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-22,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-23,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-24,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-25,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-26,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-27,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-28,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-29,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-30,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-08-31,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-01,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-02,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-03,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-04,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-05,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-06,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-07,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,45.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-08,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-09,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-10,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-11,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-12,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-13,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-14,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-15,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-16,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-17,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-18,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-19,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-20,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-21,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-22,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-23,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-24,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-25,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-26,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-27,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-28,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-29,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-09-30,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-01,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-02,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-03,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-04,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-05,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-06,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-07,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-08,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-09,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-10,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-11,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-12,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-13,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-14,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-15,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-16,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-17,22.4125,73.0944,0.14,0.17,0.21,0.4,0.36,0.31,0.3115,-0.0526,-0.4035,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-18,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-19,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
